,comment,sentiment
3005,خوش تیپ ,1
3006,خسته نباشین ممنون از برنامه خوبتون,1
3007,نگین برنامه آقای پرنشاط گلی به جمالت دوست داریم ,1
3008,زنده باشی پسرم,1
3009,خلاصه دوسش دارم.,1
3010,احسنت جوانهای خوش سلیقه ,1
3011,نشاط برنامه اقای نشاط,0
3012, ,1
3013,باسلام جناب آقای رشید پور برای انعکاس مشکلات کاری آیا از طریق برنامه شما میشود اقدام کرد لطفا راهنمایی بفرمایید متشکرم,-1
3014,سلام اقای رشید پور بافت فرسوده تبریز میدان تره بار در حوالی میدان صاحب الامر را به مسئولین گوش زد کنید و با شهردار تبریز گفت وگو کنید فقط تهران نیست با تشکر,-1
3015,سلام لطفا ازما کم بیناها هم حمایت کنید,0
3016,آقای رشید پور از این حمید ترابیان خوشم نمی‌آید چون فکر می‌کنم که میخواد جای شما را بگیره مثل دهه فجر!! اگر برای ملت ایران برنامه نداشته_باشید بعد از عید، به ملت ایران جفا کردید,-1
3017,عجب,0
3018,اقای رشیدی پور شما نارو تشویق میکنید جنس ایرانی بخریم اما دریغ از جنس ایرانی الان سه روز من دنبال ادامس ایرانیم نیست تا بخواهید انواع مختلف خارجی در پالادیوم و دیگر سوپر مارکت‌ها ازشون درخواست کردم میگویند کلاس ندارد واقعا تاسف بار حتی حق انتخاب هم نمی‌دهند,-1
3019,اقای رشید پور لطفا برنامه تون بعد ازعید شروع کنید,0
3020,تمامش نکنید,-1
3021,اقای ترابیان و نشاط هم عالین فقط قطعا شما با تجربه ترید,1
3022,عزیز و دوست داشتنی هستی. انشالله سلامت و مستدام باشی,1
3023,تن همتون سالم,1
3024,جناب رشیدپور عزیز شمامجری توانمندوباوقاری هستید امیدوارم برنامه شما ادامه داشته باشه البته با اجرای جذاب و زیبای شخص خودتون. براتون آرزوی موفقیت وتندرستی دارم ,1
3025,برنامه ریزی کنند مردم در جاهایی این مراسم رو بخوبی برگزار کنند وخاطره‌ی خوبی از این چهارشنبه به جا بماند,0
3026,سلام و خسته نباشید خدمت همه زحمت کشان برنامه … میشه لطفا من رو زیر پست کمک به امیرپرهام، تگ کنید؟,0
3027,LINK چیزی را که در مجلس تصویب می‌شود عملی نمیشود؟ آب و برق مدارس و مساجد در صورت پرداخت نکردن قبض قطع می‌شود در حالی که در مجلس تصویب شد باید رایگان باشد؟ لطفا پی گیری کنید. احمدی از اصفهان,-1
3028,لطفا نخندید. خندههایتان از گریه بد‌تر است. NUM۱ شنبه NUM۱ مهر,-1
3029,جناب رشید پور دختر من دانش اموز کلاس دهم هنرستان دولتی بانو امین دراصفهان هست متاسفانه دیروز مدیر مدرسه رفته سر کلاس وبه کسایی تسویه حساب کامل شهریه کردن کتاب داده و بقیه رو گفته تا والدین تون نیایند تسویه کامل کنند کتاب بهتون نمی‌دهیم دخترم می‌گفت اول سال توی یه مدرسه جدید انگشت نمای دوستام شدم نمی‌دونم چکار کنم در صورتی که نصف شهریه تیرماه نقدا به مدرسه دادم امروز شرمنده بچه‌ام شدم چرا باید یه دانش اموز ده روز اول مدرسه انگشت نمای دوستاش بشه واقعا اسم این کارچی میشه گذاشت. ۰۹۱۳۲۱۱۰۷۳۳,-1
3030,امروز برنامتون فوق العاده بود.,1
3031,حالا خورشید شد خاله خورشید … رضا رشید پور جون میده برا کارای خاله زنگی,-1
3032,وای خاله قزی هم برنامه رو ترکوند هم پلاسکو رو ترکوند هم ایرانو,1
3033,امروز برنامتون عالی بود و هداروشکر رسیدم دیدم برنامتونو,1
3034,خیلی باحال بود ایشون رو باید به عنوان چهره سال انتخاب کنید ماشالله به انرژی و نشاطشون ,1
3035,خیلی خوب بود,1
3036,خیلی عالی بودن ایشون،,1
3037,الهی. قربونت بشم پیر ننه من ,1
3038, ,-1
3039,خدا حفظشون کنه. ماشاءالله ,1
3040,برنامه امروز خیلی عالی و جالب بود,1
3041,خدا حفظشون کنه,1
3042,برنامه امروز عالی بود,1
3043,علی بود,1
3044,عالی بود,1
3045,لایک داره,1
3046,عاشقشم با بازی بسیار زیبایشان عزیزدل,1
3047,آخ که چقدر این مادره دوست داشتنیه دوسش دارم عزیزه دلمه. چقدر بی ریا و بی شیله پیله حرف میزد الهی زنده باشی مهربانووو,1
3048,رشید پور انتخاب امروزت عالی بود برا انتخاب مهمون برنامه کلی کیف کردم. عاشق همه تونم موفق باشی,1
3049,برنامه امرزوتون زنگ تفریح قشنگی بود. راستش خسته شدیم از غمه قصه‌های این چند ماه اخیر امروز روحمون یه کم شاد شد,1
3050,سلام من ده بار عدد هشت را مسیج کردم ولی هیچ کدی برایم نیامد لطفأ پیگیری کنی جناب رشید پوردعزیز حداقل بونیم که این دیگه واقعیست و مثل بقیه کارای مملکتمون خالی بندی نیست ممنون,-1
3051,شماره تماس یا پیامک برنامه‌ات چنده,0
3052,عزیزم,1
3053,بسیار عالی بود مخصوصا اون قسمت که گفتند «بمب گذاشتند پلاسکو را آوردن پایین». ههه,1
3054,خانم واقعا شیرین زبونی، خدا نگهش داره,1
3055,فدای مادرای شهدا,0
3056,اقای رشید پور مادرتونو دعوت کنید,0
3057,۴۹۶۶ اون قسمتشو ندارین,0
3058,زنده باشه الهی خانم سعیدی وهمه‌ی مادرای گل سرزمینم,1
3059,آقای رشید پور حتما یکبار دیگه ازخانم سعیدی این عزیزدل دعوت باهمسرش، توروخدددااا,1
3060,من بیش ازسه دوره یک ماهه ازعضویت اولم وبیش ازیک ماه ازعضویت دومم میگذره عدد۸راهم ارسال کردم ولی متاسفانه کد قرعه کشی نیامده، دیگه نا امید شدم ازاول مارکت،، ولی به خدا امیدوارم وازاومیخوام که این پولی که ازما کم میشه ذخیره قبر وآخرتمون کنه شماهم بی ام و، وجوایزرابدین به همون هایی که باید بدین,-1
3061,سپاس ازشما آقای رشیدپورممنون ازمهمان برنامه امروزخانم سعیدی توروخدا بازم دعوتشون کنیدباهمسرشون دربرنامه حالا خورشیدخیلی دوستشون داریم خانواده ماهمه عاشق خانم سعیدی عزیز هستیم سپاس ازشما خواهشاءبازهم دعوتشون کنید ممنون میشم ,1
3062,توراخدابگوچه ساعتی این برنامه پخش میشه سپاس,0
3063,تکرارچه ساعتیه,0
3064,من چندین دوره به خاطر آقای مدیری که دروغی درکار نیست هشتک را فرستادم ولی کدی برام نیامدشماها جایزها را بدین به همان‌های که مشناسین. این پول من هم برای اخرتم ذخیره میشه ولی الهی که نخورین,-1
3065,برقرار باد حالا خورشید,1
3066,چرا پیداش نمیکنم,-1
3067,خیلی قشنگ بود برنامتون با حضور این خانوم هنر مند,1
3068,هفت صبح هر روز این پیج حالا خورشید نیست,0
3069,روزت پرازنورخدایی LINK,0
3070,LINK لطفا یه نفر بگه چطور میتونیم برای برنامه حالا خورشید پیام LINK پور بخونه,0
3071, … درود بر این: صفا و بی غل وغشی و رک گوییش.. بی تملق و چاپلوسی … درود بر تو مادر ,1
3072,عالی بود ,1
3073,آقای رشید پور حرف جالبی زد این خانم روی آنتن زنده شما هم میدونی راست گفت کمک کن به اهالی پلاسکو کمک,-1
3074,سلام لطفادرمورد کارگرای شهرداری که شب عیدی بیرون انداختن هم صحبت کنید باشهردارتهران,-1
3075,سلام، شما این همه در مورداول مارکت تبلیغ میکنیددرحالی که به نظرمیرسه اونها در ارسال کدقرعه کشی نوعی سوء استفاده ازناآگاهی مردم میکنند، یک روزقبل ازاتمام سی روز پیام میدن که فردا وجه شماتکمیل میشه و اگرنمیخواهیدتمدید بشه کلمه off روبفرستید و وقتی این کلمه رومیفرستیدشما را خارج میکنن و NUM۲ روزپرداخت شما ازدست میره، به همین سادگی، مدرکش هم موجوده و اگرصداقت درپیگیری داشته_باشید براتون میفرستم. به نظرم اکثرکسانی که کدقرعه کشی دریافت نکردن اینطوری کلک خوردند,0
3076,عزیزم عالی بودن,1
3077,خانواده ما هم عاشق خانم سعیدی هستن ,1
3078,عالی بود ,1
3079,سلامت باشن,1
3080,برنامه عالی بود,1
3081,خسته نباشید,0
3082,یکی از بهترین برنامه‌ها بود امروز,1
3083,خیلی عالی بودن؛ خدا حفظشون کنه ساده و بی الایش,1
3084,عالی بود برنامتون ,1
3085,حرف حق میزدن عالی بود,1
3086,خداحفظش کنه,1
3087, ,1
3088,وای عالیه خدا عمر باعزت بده خ سعیدی ایشون مادر شهیدن,1
3089,۸,0
3090,فقط شماره شش,0
3091,بیشک نوید محمد زاده با فیلم‌های درخشان و جایزه‌های متعددی که داخل و خارج ایران امسال گرفته برترین چهره‌ی ساله.. تعجب میکنم که اسم‌های دیگه رو میگن.. درسته بقیه عالین.. شهاب حسینی بینظیره.. اما امسال نوید محمد زاده درخشیده با اون بازیه شاهکارش,-1
3092,۳,0
3093,شهاب,0
3094,شهاب و بعد نوید,0
3095,۶,0
3096,۷ ,1
3097,ای کاش رضا بشههه گلزااار,0
3098,حمید فرخ نژاد,0
3099,جواد عزتی,0
3100,شماره NUM۱ هومن سیدی,0
3101,۲۰۰۰۳۴۵ ۲,0
3102,هومن سیدی,0
3103,هومن,0
3104,محسن چاووشی,0
3105,۲-۸,0
3106,علی دایی,0
3107,شهاب حسینی ,-1
3108,نوید محمدزاده,0
3109,محمد رضا گلزار و الناز شکاردوست اصن جاشون تو لیست نیست به جاشون امیر جدیدی و سارا بهرامی خدایی نظرسنجی هاتون هم سفارشی شدست,-1
3110,۸نوید,0
3111,۶حمید فرخ نژاد,0
3112,قطعا گلزار,0
3113,اقای گلزار ستاره‌ی سینمای ایرانه بنظرمن,0
3114,قطعا گلزار وشهاب جون,0
3115,حمید فرخ نژاد و سعیدعزتی البته بقیه هم خوبن همگی,0
3116,حمیدفرخ نژادوجوادعزتی ,0
3117,۸و۳,0
3118,شماره دو اقای شهاب حسینی,0
3119,۴,0
3120,پریناز ایزد یار,0
3121,نوید,0
3122,فرخ نژاد,0
3123,نوید محمد زاده,0
3124,پریناز ایزدیار,0
3125,شماری دو. آقای شهاب حسینی,0
3126,نویدمحمدزاده,0
3127,حمید فرخ‌نژاد,0
3128,فقط جوادعزتی وحمیدفرخ نژاد,0
3129,فقط ۲۲۲,0
3130,۵,0
3131,نوید محمد زاده و محمد رضا گلزار فقط,0
3132,شهاب وهومن سیدی,0
3133,۵ جوادعزتی,0
3134,۳ هومن سیدی,0
3135,هنرپیشه خاص و عالی ۳,0
3136,سلام. شماره. ۲,0
3137,هیچکدام,-1
3138,من میگم هومن سیدی,0
3139,۱ و۲,0
3140,حمید فرخ نژاد عزززی,0
3141,شهاب حسینی شک ندارم که بهترینه ,1
3142,گزینه دو,0
3143,حمید فرخ‌نژاد عزززیم,0
3144,گزینه ۴,0
3145,شماره ۸,0
3146,جوادعزتی- هومن سیدی,0
3147,شهاب حسینی و پریناز ایزدیار,0
3148,حمیدفرخ نژاد,0
3149,۲اقای شهاب حسینی,0
3150,۲ -NUM۱ -NUM۱ -۷,0
3151,پرویز پرستویی,0
3152,۲٫۳,0
3153,آقای شهاب حسینی,0
3154,۴الناز شاکردوست,0
3155,نوید هم عالیه,1
3156,معلومه هومن سیدی,0
3157,وای چه سخته انتخاااب,-1
3158,محمدرضاا گلزاررر,0
3159,بابا NUM۱ معلومه که هنرمند عزیزم,1
3160,۲ شهاب حسینی,0
3161,۲ و ۳,0
3162,یه زمانی دوست داشتم ولی الان ازت نفرت دارم اقای رشید پور جا کلیدیه حسن,-1
3163,بزرگترین اشتباه تاریخی رشیدپور در سیما: مصاحبه با متفکرین سیستم مافیایی مذهبی ایران ویران ,-1
3164,۲ ستاره ایران شهاب حسینی ,1
3165,شماره NUM۱ شهاب حسینی,0
3166,به نظرم انتخاب چهره‌ها زیاد با نظرات مردمی هماهنگی نداره. مثلا جای آقای تنابنده خیلی LINK قراره کسانی انتخاب بشن که نقش برجسته هنری تو سال NUM۲ داشته ند جای خیلیا خالیه,-1
3167,به نظر من هومن سیدی,0
3168,۸۸۸,1
3169,بانو پریناز ۱,1
3170,۶۶۶,0
3171,۲و۸,0
3172,اول ۳و NUM۱ و ۸,1
3173,۳٫۲,0
3174,۲ شهاب حسینی ,1
3175,شهاب حسینی و هومن سیدی عشقن,1
3176,شهاب جووون,1
3177,محمدرضا گلزار,0
3178,۲و۳هردو توپن,1
3179,اقای رشیدپور بهتر در مورد نظافت شهر و اینکه زباله رو از صبح زود در کوچه و خیابان نگذارند در تلویزیون هیچ فرهنگ نمیشود,-1
3180,همشون عالی هستن,1
3181,مجیدفرخ نژاد,0
3182,خخخ این واقعا سواله معلومه شهاب حسینی,1
3183,البته که شهاب حسینی ۲,0
3184,اول شهاب دوم پریناز,0
3185,اول شهاب، دوم هومن,0
3186,۳هومن سیدی,0
3187,شهاب. حسینی,0
3188,گلزار,0
3189,شهاب حسینی ۲,0
3190,"۳,۸",0
3191,مهناز افشار,0
3192,شهاب حسین ۲,0
3193,همشون ی مشت عوضیین,-1
3194,هیچکدام ,1
3195,عباس جدیدی,0
3196,شهاب حسینی عالیه ,1
3197,محمد رضا گلزار,0
3198,سه وهشت یعنی هومن سیدی ونوید محمدزاده عالی بورن,0
3199,۲و۳,0
3200,"۱,۲,۳,۴,۵,۶,۷,۸",0
3201,صد در صد ۲,0
3202,سلام شماره ۶,0
3203,و۲و۸,0
3204,فقط وفقط ۳,0
3205,هومن سیدی ۳,0
3206,فقط ۳,0
3207,هیچ کدام,-1
3208,فقط هومن سیدی,0
3209,گزینه۶,0
3210,۱۲۳۸,0
3211,۳۳۳,0
3212,سیدییی,0
3213,فقط هومننن,0
3214,هومن سیدی و جواد عزتی,0
3215,۴۱,0
3216,۲٫ ۳٫۵,0
3217,شهاب وخانم پریناز فوق العاده ان,1
3218,خاننده کی شد,0
3219,شهاب حسینی و نوید محمدزاده,0
3220,۱-NUM۱-NUM۱-۳,0
3221,۲شهاب حسینی,0
3222,اقای فرخ نژاد,0
3223,اقای شهاب حسینی,0
3224,۲۰۰۰۳۴۵ شهاب حسینی,0
3225,‌۲,0
3226,۳و۸,0
3227,۶ فقط فرخ نژاد,0
3228,هرکی پاچه روحانیو بیشتر خارونده باشه,-1
3229,۵ جواد عزتی,0
3230,بجز گلزار مسخره پول دوست وپریناز لوس بقیعه بیست بیست هستندونمیشه انتخابشون کرد … چون محشرن تو بازیگری …,-1
3231,۵جوادعزتی,0
3232,معلومه نوید محمد زاده,-1
3233,۳، ۸,1
3234,هومن سیدی حمیدفرخ نژاد,0
3235,۴٫۷,0
3236,شهاب حسینی شماره۲,0
3237,نوید محمدزاده بدون شک,0
3238,پریناز، هومن سیدی,0
3239,"۱,۳",0
3240,۳ ولی حامد بهداد کو,0
3241,۱۲۳,0
3242,فقط ۲,0
3243,فقط NUM۱ ,1
3244,۲-NUM۱-NUM۱-۶,0
3245,۲-NUM۱-NUM۱-۸,0
3246,۲ و۳,0
3247,۲-NUM۱-NUM۱-۸,0
3248,جواد عزتی و شهاب حسینی,0
3249,۱و۲,0
3250,شماره NUM۱ عشق همه شهاب جون,1
3251,شماره سه,0
3252,جناب جواد عزتی (NUM۱),0
3253,فقط۲,0
3254,۳، NUM۱، ۶,0
3255,۲ و ۷,0
3256,۲، ۳,0
3257,فرخ نژاد ۶,0
3258,فقط شهاب حسینی,0
3259,نوید محمد زاده ۸,0
3260,۲ ۳,0
3261,۲۲۲,0
3262,معلومه ۲,0
3263,۷٫ ۲٫۴,0
3264,۲-۳,0
3265,۳٫۸,0
3266,مسلما ۲,0
3267,یعنی واقعا جواد عزتی الناز شاکر دوست و گلزار و … در حدی ان که با شهاب حسینی مقایسه بشن؟ ,-1
3268,فقط شهاب حسینی ۲,1
3269,۸۶۷۴ ۲,0
3270,شهاب حسینی شماره ۲,0
3271,۱، ۲,0
3272,هومن سیدی شماره ۳,0
3273,۲و۳و۵,0
3274,هومن سیدی ونوید محمد زاده,0
3275,شماره NUM۱ در خانمها و NUM۱ در اقایان,0
3276,مگه بهتراز اقای شهاب حسینی هم داریم,1
3277,در خانمها خانم ایزدیار و اقایان نوید محمد زاده و هومن سیدی,0
3278,شهاب حسینی فرخ نژاد,0
3279,۲٫ ۳٫۶,0
3280,۲، ۶,0
3281,۸,1
3282,۲، NUM۱، ۸,0
3283,جوادعزتی,0
3284,پری ناز,0
3285,نوید محمدزاده و شهاب حسینی,0
3286,شهاب حسینی و هومن سیدی,0
3287,۵. NUMF. ۲,0
3288,۱، NUM۱، ۳,0
3289,۲_۵,0
3290,۲-۱,0
3291,شماره ۲شهاب حسینی,0
3292,۴-۷,0
3293,حمید فرخ نژا د,0
3294,شهاب حسینی.. ۲,0
3295,کاری ندارم من بازی۲رو دوست دارم فقط قباد,0
3296,اهل سینما رفتن نیستم متاسفانه نمی‌تونم نظر بدم,-1
3297,لیلا حاتمی,0
3298,اول هفت بعدش ۳,0
3299,خانم پریناز ایزدیار عزیز,1
3300,۳، ۶,0
3301,۳٫۷,0
3302,"۲,۳",0
3303,نوید محمد زاده ,1
3304,همیشه شهاب حسینی,1
3305,"۲,۶",0
3306,۲٫ ۳٫۸,0
3307,شماره دو شهاب حسینی,0
3308,۲، ۵,0
3309,"۳,۷",0
3310,۲، NUM۱، NUM۱، NUM۱،,0
3311,۸ نوید محمد زاده,0
3312,نویدمحمد زاده,0
3313,نمونه شما گویای جمعیت عمومی که موسیقی گوش میدهند نیست و این نظر سنجی ایراد دارد,-1
3314,از همایون شجریان که بگذریم محسن چاوشی خیلی سرتر هست,-1
3315,اقای مهندس رشیدپور گرچه خودم هم اگر رأی میدادم ایشون رو بعنوان پدیده NUM۲ انتخاب میکردم اما در جاانداختن پدیده با هنرمند برتر سال خوب مهندسی نکردید,0
3316, ,1
3317, تبریک فراوان به جناب بهنام خان بانی,1
3318,انقد بالاو پایین پرید تا رای جمع کنه پدیده موسیقی ایران فقط حمید هیراد ID,1
3319,همایون شجریان,0
3320,منم رای دادم,0
3321,به بانی جایزه نبردیم,0
3322,متاسفم واقعا.,-1
3323,تمام کارها بی کاری. محیط زیست و غیره درست شده ماها دنبال هنر پیشه و خواننده هستیم.,-1
3324,آ قای رشید پور عزیز بجای این کارها بیایید همه با هم به فریاد همو وطن خود کرمانشاه باشیم یه برنامه بگذارید در اینجا همه کمک کنن همین طور ما به فکر عید هستیم انها چی,-1
3325,شما برنامه بزارید بنده اولین نفر کمک میکنم,0
3326,متاسفم واقعا. درکتون از موزیک رو بالاتر بیرید لطفا,-1
3327,همایون شجریان همون طور که نمیاد صداوسیما نباید بذاره اسمشوهم بیارن چه قیاس مع الفارقی,-1
3328,حمید هیراد,0
3329,واقعا برای موسیقی مملکتم متاسفم وبرای شما اقای رشیدی که توی این ابتذال قدم میگذارید متاسفم در مورد شما نظر بهتری داشتم,-1
3330,بهتون افتخار میکنم همیشه موفق باشید.,1
3331,حمیدهیراد,0
3332,بهش تبریک میگم منم به بانی رای دادم ,1
3333,,-1
3334,چه جالب! تا حالا از این آقا کاری نشنیدم,0
3335,تاسف برای شما آقای رشیدپور … موسیقی کشور داره روز به روز ضعیف‌تر میشه …,-1
3336,پس تاحالا چی گوش میکردی اقای بانی یدونه باشه این و گوش نکردی نصف عمرت درفنا رفته,-1
3337,همایون شجریان گوش می‌کردم تا این موقع,0
3338,تبریک … دوقلوهایه من یک سال و نیمه شونه اهنگهایه ایشونو دوست دارن,1
3339,گوش کن بانی رو حالش و ببر,1
3340, ,1
3341,محسن چاوشی و همایون شجریان با نوآوری هایی که تو موسیقی آوردن باید چهره موسیقی یک دهه اخیر بشن و آقای علیرضا عصار این سه نفر سطحشون از موزیک ایرانی بالاتره,-1
3342,ایول,1
3343,به نظر من خواننده هایی مثل بهنام، حامد همایون وهیراد آهنگ هاشون بعداز یک مدت خسته کننده میشه وفقط تو پخش اولیه موفق میشن,-1
3344,باعث تاسفه که بهنام بانی از شجریان جلوتره چقد سلیقه‌ها تنزل پیدا کرده,-1
3345, واقعا؟ فکر کنم نظرسنجی بین تینیجرها بوده,-1
3346,اقد بدم میاد از ای سبیل ,-1
3347,شجریان,0
3348,آقای بانی به خودتون مربوطه هاولی سبیلتتون رو بزنید ببخشید فضولی کردم.,-1
3349,بهنام بانی بینظیر هم خودش هم صداش حرف ندارن همه دوسش دارن,1
3350,باسلام جواب اون یزیزمحترم که گفته بودن اقای بهنام بانی جلوترازاقای شجریان اینطورنیست اقایونی امثال اقای بانی موردپسندهه‌های خودشونندواقای شجریان وامثال ایشان نه تنهادردهه‌های خودشون بلکه دردهه‌های جدیدهم دوست داشتنی هستن جوان‌های ماهم بایدجای خودشونودرعرصه‌ی موسیقی داشته باشن ضمن اینکه سلیقه هامتفاوت وهرکسی حق انتخاب داره من برای همه خواننده‌های قدیمی وجدیدارزوی سلامتی وموفقیت رودارم,-1
3351,بهنام بانی بهترینه از هرنظر مخصوصا با اون سیبیلای سالوادوریش!,1
3352,هیچ کدوم,-1
3353,وای علی زند وکیلی عالیه,1
3354,عصار و وکیلی اصلا قابل مقایسه با اینا نیست اصلا نباید جزو نظر سنجی قرار میدادین,-1
3355,کوروش بند وبانی وهیراد,0
3356,بهنام بانی به پای یگانه هم نمیرسه,-1
3357,مهدی یراحی حرفه‌ای ترینشونه ,1
3358,قشنگ معلومه کیا رای دادن … در مقایسه با چاوشی و شجریان و زند وکیلی بانی شده اول که در واقع در رقابت با حامد همایون و حمید هیراد بوده … مغز‌های کوچک قهوه‌ای,-1
3359,بهنام بانی,0
3360,منظور رشید پور بهترین خواننده نبود جنجالی‌ترین بودوگر نه سبکشون باهم متفاوت بود,0
3361,خاک تو سر تهیه کننده تون,-1
3362,نظر همه محترم. ولی اخه کجا بانی درخشش داشت؟؟!!,-1
3363,اصلا نا امیدمون کردید.,-1
3364,موافقم،، مبارک شون باشه،، ,1
3365,منظور سال NUM۲ بود، وگرنه اقایون شجریان ستاره بوده‌اند و ماندگار،، ,1
3366,فقط هایده ,1
3367,عجب!!!,-1
3368,موسیقی یعنی حنجره همایون شجریان مقایسه ایشون با امثال حامد همایون و بهنام بانی مسخره و خجالت آوره.,1
3369,استاد بزرگ محمد رضا شجریان در آلبوم «سرو چمان «بسیار زیبا خوندن همای گو مفکن سایه شرف هرگز بر آن دیار که طوطی کم از زغن باشد,1
3370,موافق این انتخاب نبودم ولی به نظر مردم احترام میذارم,-1
3371,باعث تاسفه,-1
3372,نتیجه برام واقعا دور از انتظار و شگفت آور بود!!!,-1
3373,نظرسنجیتون از پایه اشتباه بود قیاس جناب شجریان با بانی و حامد همایون,-1
3374,مردم اهنگ‌های شاد دوست دارند بهنام بانی هم این سبکی میخونه مردم خوششان میاد,1
3375,باید استاد شجریان و سالار عقیلی رو در انتخاب قرار نمیدادیداینها استوره هستن,-1
3376,عصار,0
3377,,1
3378,چاوشی,0
3379,همه‌ی خوانندگان عزیز هستند و مردم خوبمون هم قابل احترام و موسیقی هم سلیقه‌ای هستش ولی باعث تاسفم که کنار اقایان شجریان و سالار عقیلی و زند وکیلی که اینان اکثر شعرهای کاراشون از حافظ و مولانا و … میباشد و در پاپ اقای محسن چاوشی، اقای بانی که کاملا قابل احترام هستند اول بشن,-1
3380,واقعا غیر منتظره بود تا وقتی محسن چاووشی هست بانی نباید رای میاورد,-1
3381,محمدرصا شجریان,0
3382,مردم شادی میخواهند بزن برقص,1
3383,عجب …,-1
3384,جایی که هپایون شجریان چهارده و نیم درصد باشه با اون صدای ناب با اون همه هنر و زحمت و تلاش با اون همه کلاس رفتن اونوقت مردم به یه اوسکول با یه صدای ضایع بخاطر سیبیلاش با نهایتا ده تا موزیک چرت رای میدن باید در این مملکت رو گل گرفت,-1
3385,اصلا این نظر سنجی درست نیست بهنام بانی باید با چهار تا هم طراز خودش مقایسه بشه نه با همایون شجریان و زند وکیل و سالار عقیلی نازنین اصلا بهنام بانی گرد پای اونا هم نمیشه,-1
3386,اخه این چه نظر سنجیه.. مث این میمونه که محمد علی کلی رو بیاری تو جمع نوجوانان زیر چارده سال اونم تو رشته‌ی شنای صد متر قورباغه بعد بگی کی اول میشه. اخه شجریان و قیاس ? با احترام به جناب بانی و رشیدپور عزیز,-1
3387,وقتی دهه NUM۲ و هفتاد و نو رای بدن همین میشه دیگه,-1
3388,فقط شجریان,0
3389,عالی بهنام بانی,1
3390,ااا,-1
3391,نععع ,-1
3392,واقعا لایق بود,1
3393,عه,-1
3394,عجب,-1
3395,لیاقتشو داره,1
3396,یجای کار نظرسنجیتو میلنگه … جالبه … جایی که همایون شجریان وجود داره بانی رای میاره ,-1
3397,بااین حال اگه تتلو بود تو نظرسنجی اول میشد,0
3398,بهتره بگیم چهره خوش سیبیل سال … دسته بیل سال چهل وپنجاهبیل سال,-1
3399,هه متاسفم,-1
3400,حقه حامد همایون بود اول از همه بود,-1
3401,چی بگم …؟!,-1
3402,⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩,1
3403,عالیه ازبس پس خوشروئی والله,1
3404,بهنام بانی وحامد همایون,0
3405, ,1
3406, ,1
3407, ,-1
3408,ای کاش تو جمع این افراد هورش بند هم بود,-1
3409,بنظر من قیاس استاد همایون شجریان با بقیه دوستان قیاسی بی منطق غیر کارشناسی و کاملا خنده داره.,-1
3410,کاش تمایز میدادیم ارزش موسیقی ایرانی و استاد شجریان را با موسیقی بازاری … ,-1
3411,اگه حمید هیراد کنسرت میداشت قطعا اول بود,0
3412,ای وای این چندش رای اورد,-1
3413,حمید هیراد و حامد همایون و بهنام بانی جاشون تو این لیست نیست. یعنی واقعا همایون شجریان و محسن چاووشی و علیرضا عصار با اونا باید مقایسه بشن؟؟,-1
3414,,-1
3415,آخه همایون شجریان و علی زندوکیلی و علیرضا عصار بعد حمید هیراد و بهنام بانی؟!!! اصلن مقایسه درستی نیست تا حالا چهره‌ی سال هم بشه,-1
3416,کاش افرادی که کنار هم در این نظر سنجی گذاشتید هم خونی بیشتری داشتند، سپاس,-1
3417, ,-1
3418,چ سیبیلی هر دفعه بیشتر از قبل,1
3419,وای به حال این سلیقه,-1
3420,باگز بانی اخه؟! جای همایون شجریان اصلا اینجا نیست.. شمام با این انتخابتون.. والا..!,-1
3421,چ عادلانه,-1
3422,hi فعلا که شده,-1
3423,قیاس نکرده اگه برنامه رو صبح دیده باشین خود رشید پور گفت این تو NUM۲ از بقیه بیشتر امتیاز اورده وگرنه از اون بهتر خوب ما خواننده خیلی داریم,0
3424,با شما صحبت کردم؟,0
3425,این که در کنار هم گذاشتن برای نظر سنجی یعنی قیاس. در حالیکه. هیچ کدوم این عزیزان قابل قیاس با همایون شجریان نیستن. خود بهنام بانی یه سال دیگه اهنگای خودش رو گوش نمیده.,-1
3426,باز جای شکرش باقیه ک حامدهمایون نشد ,1
3427, راسی، چرا جمع این درصد‌ها NUM۳ نمیشه؟؟!! ,1
3428,این واقعان پیچ اصلی,0
3429,سلام خدمت آقای رشید پوربزرگوارامروز که تلویزیون وروشن کردم تصویر شمارو دیدم خیلی خوشحال شدم دیدن تصویر شما وصحبت شما به ماروحیه میده امیدوارم روز به روزموفقیت شما بیشترو بیشرشود وهیشه سالم وتندرست سایه تون بالا سرخانواد بزرگوارتون باشه,1
3430,منو همسر عزیزم از سبزوار,0
3431,خوشالم یه برنامه تولید میشه که همه سنی رو راضی کرده از تهران طیبه رازقندی,1
3432,سلام آقای رشید پور ممنونم از برنامه خوب شما مسعود شمس از تهران لطفا پیام بنده را بخوانید,1
3433,سلام خدا قوت وسلامتی وقتی نمیخونید دیگه ولی بازم هم به ما شما که از ما بهترین رو میبینید,-1
